CNPJ|Nome|Ouvidor|WebSite|Telefone
62169875|NU INVEST CORRETORA DE VALORES S.A.|AMANDA SANTANA CARVALHO|www.easynvest.com.br|08007277784
04013172|COOPERATIVA DE CRÉDITO SICOOB CRED-ACIF|ANA CRISTINA KAMIMURA ANDRADE|www.credacif.com.br|08007250996
39544456|NU DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.|AMANDA SANTANA CARVALHO||08008870463
23757411|SOCIAL BANK INSTITUIÇÃO DE PAGAMENTO S.A|DAYSE SANTOS COUTINHO|https://www.socialbank.com.br/|08008889998
00543968|COOPERATIVA CENTRAL DE CRÉDITO UNICRED CONEXÃO LTDA - UNICRED CENTRAL CONEXÃO|PAULINE BECKEL OLIVEIRA|https://www.unicred.com.br/centralscpr/|08009400602
37800856|HARMONIA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.|MARCELO GOMES CONDE|http://www.harmonia-dtvm.com/|08002918188
00971300|COOPERATIVA DE CREDITO E INVESTIMENTO COM INTERACAO SOLIDARIA PIONEIRA - CRESOL PIONEIRA|LEONETTE ALVES NETTO|www.cresol.com.br|08006431981
96409263|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FACULDADE DE ENGENHARIA DE ILHA SOLTEIRA - COOPERFEIS|KARINA JORDAO ROCHA||08009409360
01604998|COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS|JOAO CARLOS RIBEIRO|www.sicoobcredivass.com.br|08007250996
02541707|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DE CERÂMICA - COOPASPACER|KARINA JORDAO ROCHA||08009409360
06077760|COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA RICLAN|KARINA JORDAO ROCHA||08004093600
69136075|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNESP - COOPUNESP|KARINA JORDAO ROCHA||080094093600
04490531|COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE GOIÁS - CRESOL GOIÁS|LEONETTE ALVES NETTO||08006431981
08624548|COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS|LEONETTE ALVES NETTO|www.cresol.com.br|08006431981
48172860|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA OWENS CORNING FIBERGLAS AMÉRICA DO SUL|KARINA JORDAO ROCHA||08009409360
81466286|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS E GRANDE CURITIBA - SICREDI CAMPOS GERAIS E GRANDE CURITIBA PR/SP|MARCALINA HOENISCH AVILA|www.sicredi.com.br|08006462519
28811341|STONEX BANCO DE CÂMBIO S.A.|CLAUDIA JARDIM SIMOES SACCO|https://banco.stonex.com|08009424685
81723108|CREDICOAMO CREDITO RURAL COOPERATIVA|HEVERTON LUIZ FRANCISCO|www.credicoamo.com.br|08006432211
44196293|CONSHOP ADMINISTRADORA DE CONSORCIOS LTDA.|ACSA JAQUELINE PEREIRA SAKIMOTO||08007708606
36900256|COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO|PAULINE BECKEL OLIVEIRA|www.unicred.com.br/matogrosso|08009400602
42880617|COOPERATIVA DE CRÉDITO DE TIROS E MATUTINA LTDA.- SICOOB CREDITIROS|ANA CRISTINA KAMIMURA ANDRADE||08007250996
22656789|COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE|ANA CRISTINA KAMIMURA ANDRADE||08007250996
64739121|SICOOB CRED COPERCANA COOPERATIVA DE CRÉDITO|ANA CRISTINA KAMIMURA ANDRADE||08007250996
40434681|AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.|MICHELE QUADROS DE OLIVEIRA||08002721000
03459850|COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO|ANA CRISTINA KAMIMURA ANDRADE||08007250996
28435685|COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS TRABALHADORES NAS EMPRESAS DE TECNOLOGIA E INFORMÁTICA DE BELO HORIZONTE E CIDADES LIMÍTROFES LTDA - COOPERINFOR|ALESSANDRA CRISTINA DA SILVA||03133191900
48584954|DGB CREDIT S.A. - SOCIEDADE DE CRÉDITO DIRETO|MARCELO DOS SANTOS CERQUEIRA||(00) 00000000
87963450|MAGNETIS - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA|INGRID CARVALHO DE JESUS||08005809006
71336432|SICOOB CREDIMED - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA CIDADE DE UBERABA LTDA.|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcredimed.com.br|08007250996
48721937|CREDPAR - SOCIEDADE DE CRÉDITO DIRETO S/A|ALONSO ALVES PEREIRA FILHO||(00) 00000000
03358914|COOPERATIVA DE CREDITO CREDIROCHAS - SICOOB CREDIROCHAS|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobes.com.br|08007250996
28048783|ELITE CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS LTDA|ANTONIO CARNEIRO BARBOSA DE SOUZA|eliteinvestimentos.com.br|(21) 01422149
78862083|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS - SICOOB CAMPOS NOVOS|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobsc.com.br|08007250996
42066258|RJI CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA|LAILA RIBEIRO FIGUEIREDO||08008870911
33959738|MOVA SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.|BRUNO HENRIQUE PETINELLI|www.mova.vc|08007010412
48703388|EMBRACRED S/A SOCIEDADE DE CRÉDITO DIRETO|MARLI FATIMA DOS SANTOS SILVA||08008885052
50533876|PAN ADMINISTRADORA DE CONSORCIO LTDA|LOURIVAL AUGUSTO MAZETO JUNIOR|www.bancopan.com.br|08007769595
06126780|COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA GRANDES LAGOS PR/SP - CRESOL GRANDES LAGOS PR/SP|LEONETTE ALVES NETTO|www.cresol.com.br|08006431981
62318407|S3 CACEIS BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.|MARIA CLARA PRESOTTO SAMPAIO|www.s3dtvm.com.br|08002868787
08240446|COOPERATIVA DE CREDITO RURAL DE IBIAM - SULCREDI/IBIAM|JUCIMARA DISSEGNA DALAZEN DE OLIVEIRA|https://www.sulcrediibiam.com.br/|08000800029
05289612|ASPECIR - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.|JOSE MAURICIO DE FARIAS|www.aspeciremprestimos.com.br|08006432378
62284385|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SCHAEFFLER|GIOVANA DE PAULA FERNANDES||08009409360
02031139|SICOOB CREDIMONTES - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO REGIONAL DE MONTES CLAROS LTDA|ANA CRISTINA KAMIMURA ANDRADE|www.credimontes.com.br|08007250996
45056494|MARMARIS CORRETORA DE CÂMBIO LTDA.|ANTONIO CARLOS DE OLIVEIRA||(00) 00000000
09576849|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CERES E RIALMA LTDA|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcredicer.com.br|08007250996
33171211|ACQIO ADQUIRENCIA INSTITUICAO DE PAGAMENTO S.A.|DANILO DIAS CARBONE|www.acqio.com.br|08000800798
01703620|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO DO CENTRO OESTE DE MINAS LTDA - SICOOB CREDESP|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcredesp.com.br|08007250996
44401800|COOPERATIVA DE CRÉDITO COGEM|KARINA JORDAO ROCHA|www.cogem.com.br|08009409360
35470647|HEDGEPOINT GLOBAL MARKETS DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS LTDA.|LETICIA ZANON SIQUEIRA||08008788408
47820097|GAPLAN ADMINISTRADORA DE CONSÓRCIO LTDA.|ADRIEL DE ANDRADE|www.gaplan.com.br|08007741450
45068632|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ACUMENT BRASIL|SIMONE BARBOSA FERNANDEZ||08007250996
68848563|COOPESA-COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA COESA TRANSPORTES E EMPRESAS COLIGADAS LTDA|NAIADE VACCARIELLO DE ALMEIDA|www.coopesa.net.br|08000420851
41669227|COOPERATIVA DE CRÉDITO DE PRODUTORES RURAIS E DE LIVRE ADMISSÃO DO TRIÂNGULO LTDA    SICOOB CREDITRIL|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcreditril.com.br|08007250996
41805003|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO SÃO FRANCISCO LTDA.|ANA CRISTINA KAMIMURA ANDRADE|http://www.sicoobcredialto.com.br/|08007250996
62073200|BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.|ANA LUISA KIRALY|https://www.bofabrasil.com.br/|08008862000
01235921|COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS MUNICIPAIS DA GRANDE VITÓRIA/ES|JOSE ANTONIO PAIVA|www.sicres.coop.br|080033142909
02282165|COOPERATIVA DE CRÉDITO DO SUDOESTE BAIANO LTDA - SICOOB CREDICONQUISTA|ANA CRISTINA KAMIMURA ANDRADE|www.crediconquista.com.br|08007250996
73398646|SOCIEDADE COOPERATIVA DE CRÉDITO COOPERE LTDA.  - SICOOB COOPERE|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcoopere.coop.br|08007250996
86585049|COOPERATIVA DE CRÉDITO DA REGIÃO DO VALE DO RIO GRANDE LTDA. - SICOOB CREDILEITE|ANA CRISTINA KAMIMURA ANDRADE||08007250996
88099247|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO RAÍZES - SICREDI RAÍZES RS/SC/MG|MARCALINA HOENISCH AVILA||08006462519
82937293|AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC|CAMILA STECKERT|www.badesc.gov.br|08006441212
10314753|GREEN NET INSTITUIÇÃO DE PAGAMENTO LTDA|MARIA LUIZA SANTOS AVILA|https://tipbank.com.br/|08006001060
01205736|COOPERATIVA DE CRÉDITO SICOOB COSTA DO DESCOBRIMENTO LTDA.|ANA CRISTINA KAMIMURA ANDRADE||08007250996
41560568|PRONANCE SOCIEDADE CORRETORA DE CÂMBIO LTDA|OSVALDO KULCHESKY JUNIOR|www.pronance.com.br|08000591517
01699652|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUAXUPÉ LTDA. - SICOOB ACICREDI|ANA CRISTINA KAMIMURA ANDRADE|www.acicredi.com.br|08007250996
59129403|CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.|ELIVANIA APARECIDA BARROS DOS SANTOS|www.consorcionacionalford.com.br|08007229092
02447120|COOPERATIVA DE CRÉDITO SICOOB EXTREMO SUL LTDA.|ANA CRISTINA KAMIMURA ANDRADE||08007250996
02876918|COOPERATIVA DE CRÉDITO SICOOB NORTE SUL LTDA|ANA CRISTINA KAMIMURA ANDRADE||08007250996
02057584|COOPERATIVA DE CRÉDITO SICOOB SERTÃO LTDA|ANA CRISTINA KAMIMURA ANDRADE||08007250996
32615247|COOPERATIVA DE CREDITO SICOOB COOPEC LTDA.|ANA CRISTINA KAMIMURA ANDRADE|www.coopec.org.br|08007250996
18236120|NU PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO|AMANDA SANTANA CARVALHO|www.nubank.com.br|08008870463
01288797|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASTRAZENECA DO BRASIL|LUCIA MAGNUS MARQUES||08005171312
23241540|CREBEL - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DAS EMPRESAS BELGO BEKAERT - CREBEL LTDA.|PABLO NONATO GOMES|https://crebel.coop.br/|(31) 03292424
30680829|NU FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO|AMANDA SANTANA CARVALHO|www.nubank.com.br|08008870463
87433413|PORTOBENS ADMINISTRADORA DE CONSORCIOS LTDA|ELIVANIA APARECIDA BARROS DOS SANTOS|rodobens.com.br|08002009933
22753982|COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE|ANA CRISTINA KAMIMURA ANDRADE||08007250996
10769660|AGÊNCIA DE FOMENTO DE ALAGOAS S.A.|JOSE HUMBERTO MAURICIO DE LIRA|www.desenvolve-al.com.br|08000950617
33040601|CREDITAQUI FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO|DAISY DE MORAES RIBEIRO LOBATO|www.mercantil.com.br|08007070384
24361690|LIMINE TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.|DOUGLAS VIEIRA|www.liminedtvm.com.br|08008871431
66788142|COOPERATIVA DE CREDITO CREDIMOTA   SICOOB CREDIMOTA|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcredimota.com.br|08007250996
00162760|MERCEDES-BENZ LEASING DO BRASIL ARRENDAMENTO MERCANTIL S.A.|GISELE DA SILVA OLIVEIRA|www.bancomercedesbenz.com.br|08007228499
01110032|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE E LIVRE ADMISSÃO MINAS - ESPÍRITO SANTO LTDA. - UNICRED MINAS - ES|PAULINE BECKEL OLIVEIRA|https://www.unicred.com.br/minasespiritosanto/home|08009400602
10573521|MERCADO PAGO INSTITUIÇÃO DE PAGAMENTO LTDA.|KELLY CRISTINA BARBOSA DOS SANTOS|www.mercadopago.com.br|08006884365
25683434|COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS|ANA CRISTINA KAMIMURA ANDRADE|http://www.sicoobcrediminas.com.br/|08007250996
01864151|COOPERATIVA  ECONOMIA CRÉDITO MÚTUO  SERVS E EMPREGADOS PÚBLICOS MUNIC DE BELO HORIZONTE BETIM BRUMADINHO CONTAGEM IBIRITÉ NOVA LIMA RIBEIRÃO DAS NEVES SABARÁ SANTA LUZIA E VESPASIANO SICOOB CREDISERV|ANA CRISTINA KAMIMURA ANDRADE||08007250996
71230338|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARCOS LTDA. - SICOOB ARCOMCREDI|ANA CRISTINA KAMIMURA ANDRADE|www.arcomcredi.com.br|08007250996
71432926|COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DE SAÚDE E DE LIVRE ADMISSÃO DO TRIÂNGULO MINEIRO E SUL DE MINAS LTDA. - UNICRED PROGRESSO|PAULINE BECKEL OLIVEIRA|www.unicredmg.com.br|08009400602
70937271|COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA|PAULINE BECKEL OLIVEIRA|www.unicred.com.br|08009400602
71884498|COOPERATIVA DE CRÉDITO DOS MÉDICOS, DENTISTAS, PROFISSIONAIS DA ÁREA DE SAÚDE E DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO LTDA. - UNICRED DO ESTADO DE SÃO PAULO|PAULINE BECKEL OLIVEIRA|http://www.unicred-campinas.com.br|08009400602
00411939|FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO|REGIANE BATISTA DOS REIS|https://www.finamax.com.br|08007701333
46931655|UNECONSORCIO ADMINISTRADORA DE CONSORCIOS LTDA|KARLA VALERIA NOVO BASTOS||08000005003
66463407|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE|VANUSA DIONIZIO FARIA BATISTA|www.sicoobcentrooeste.com.br|08007250996
08931800|COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA CBA ITAPISSUMA E EMPREGADOS DE EMPRESAS PRESTADORA DE SERVIÇOS INDUSTRIAIS, NO ESTADO DE PERNAMBUCO - CREDCOOPE|NAIADE VACCARIELLO DE ALMEIDA||08002767777
01667352|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS|ANA CRISTINA KAMIMURA ANDRADE||08007250996
21797311|COOPERATIVA DE CRÉDITO DOS SERVIDORES DOS PODERES LEGISLATIVOS DO ESTADO DE MINAS GERAIS E DO SEU ÓRGÃO AUXILIAR E DE LIVRE ADMISSÃO LTDA. - SICOOB COFAL|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcofal.com.br|08007250996
09128022|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NAKATA|VILMA CONCEICAO SANTANA DE LIMA||(00) 00000000
03320525|COOPERATIVA DE CRÉDITO ARACOOP LTDA. - SICOOB ARACOOP|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobaracoop.com.br|08007250996
42898825|SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.|ANA CRISTINA KAMIMURA ANDRADE|www.credicom.com.br|08007250996
04174720|COOPERATIVA DE CRÉDITO SICOOB COOPEMAR LTDA|ANA CRISTINA KAMIMURA ANDRADE||08007250996
04321309|COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS NO ESTADO DA BAHIA LTDA. - SICOOB CRED EXECUTIVO|ANA CRISTINA KAMIMURA ANDRADE||08007250996
73092827|COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DO MINISTERIO DA EDUCAÇÃO EM SÃO PAULO - COOPEMESP|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcoopemesp.com.br|08007250996
01330295|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NO ESTADO DO ESPÍRITO SANTO|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobservidores.com.br|08007250996
07512780|COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU|LEONETTE ALVES NETTO||08006431981
86791837|COOPERATIVA DE CRÉDITO DO VALE DOS PINHAIS - SICOOB VALE DOS PINHAIS|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcdr.com.br|08007250996
00460065|COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS|DANIELE GABRIEL INOCENCIO GOMES|www.colunadtvm.com.br|08002829900
10311218|COOPERATIVA DE CRÉDITO EVOLUA|JAQUELINE LEITE MOREIRA VERDI|www.evolua.coop.br|08006441100
16779741|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE|JAQUELINE LEITE MOREIRA VERDI|http://www.viacredialtovale.coop.br/|08006441100
34254279|NEXOOS SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.|KELLY COURA MAZIER||08007098748
53846242|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA VILLARES METALS|KARINA JORDAO ROCHA||08007250996
05669150|BOM CRÉDITO   SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.|MIRELA FRANCABANDIERA JORGE|www.bomcreditoscm.com.br|(21) 00675757
33370115|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DAS DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA. - SICOOB CECREMEF|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcecremef.com.br|08000725099
53184438|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA CEBRACE|BRUNA MAIA VELOSO||08009409360
05241619|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT|ANA CRISTINA KAMIMURA ANDRADE|http://www.sicoob.com.br/sicoobmtms|08007250996
07138049|LIGA INVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA|MICHELLE ALVES LIMA||08005912784
21018182|EBANX INSTITUICAO DE PAGAMENTOS LTDA.|WALLACE SANTOS DE SOUSA|www.juno.com.br|08005555010
91018408|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DO GRUPO DANA - COOPDANA|CRISTINI PIRES DE OLIVEIRA||08006473586
26253658|GUARAPIRANGA VEÍCULOS ADMINISTRADORA DE CONSÓRCIOS LTDA.|MARCOS MARIANO DE ALMEIDA||08009417000
14913919|COOPERATIVA DE CREDITO DO MERCADO IMOBILIÁRIO - SICOOB IMOB.VC|ANA CRISTINA KAMIMURA ANDRADE|www.secovicredmg.com.br|08007250996
03575699|MEDCRED COOPERATIVA DE CRÉDITO|ANA CRISTINA KAMIMURA ANDRADE|www.medcred.com.br|08007250996
07747410|M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO|ALEXANDRE TENORIO DE ALBUQUERQUE|www.marisa.com.br/mbank-transparencia-credito-pessoa|08007232399
83315408|SICREDI NORTE - COOPERATIVA DE CRÉDITO|MARCALINA HOENISCH AVILA|www.sicredibelem.com.br|08006462519
04237413|COOPERATIVA DE CRÉDITO DO VALE DO SÃO FRANCISCO - SICREDI VALE DO SÃO FRANCISCO|MARCALINA HOENISCH AVILA|www.sicredinne.com.br/valedosaofrancisco/|08006462519
00106180|CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO, MATO GROSSO DO SUL E DO MUNICÍPIO DE CACOAL/RO - SICOOB CENTRAL RONDON|ANA CRISTINA KAMIMURA ANDRADE||08007250996
05545390|SICREDI COOMAMP - COOPERATIVA DE CRÉDITO DOS MEMBROS DE INSTITUIÇÕES PÚBLICAS DAS CARREIRAS JURÍDICAS E DOS SERVIDORES PÚBLICOS FEDERAIS, ESTADUAIS E MUNICIPAIS EM SÃO LUÍS/MA E MUNICÍPIOS CIRCUNVIZIN|MARCALINA HOENISCH AVILA|www.sicredi.com.br/coomamp/|08006462519
03612764|COOPERATIVA DE CRÉDITO  DE FRONTEIRAS  LTDA. - SICOOB FRONTEIRAS|ANA CRISTINA KAMIMURA ANDRADE||08007250996
13776742|RENDIMENTOPAY INSTITUIÇÃO DE PAGAMENTO S.A.|RICARDO DE MELLO OLIVEIRA GASPARIAN|www.agillitas.com.br|08007220132
09343038|COOPERATIVA DE CRÉDITO SICREDI ALTO SERTÃO PARAIBANO - SICREDI ALTO SERTÃO PARAIBANO|MARCALINA HOENISCH AVILA|www.sicredi.com.br/altosertaoparaibano/|08006462519
70038237|COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE|MARCALINA HOENISCH AVILA|www.sicredi.com.br/natal/|08006462519
70241658|SICREDI RECIFE - COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE|MARCALINA HOENISCH AVILA|www.sicredirecife.com.br|08006462519
03326437|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS|ANA CRISTINA KAMIMURA ANDRADE||08007250996
27836377|QUALINVEST ADMINISTRADORA DE CONSÓRCIOS LTDA.|FERNANDO SILVA CHAVES NETO||08005802141
19962468|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA ADVOCACIA E SERVENTUÁRIOS DO PODER JUDICIÁRIO NO ESTADO DO RIO GRANDE DO SUL - SICREDI COOABCRED RS|MARCALINA HOENISCH AVILA||08006462519
07194313|COOPERATIVA DE CRÉDITO HORIZONTE - SICOOB HORIZONTE|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobunicoob.com.br|08007250996
39664698|CREDSYSTEM SOCIEDADE DE CRÉDITO DIRETO S.A.|LETICIA MORAIS BORRING VALDERRAMA|https://www.credsystem.com.br/|08007775297
74248949|COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE SÃO JOÃO DA BOA VISTA - CREDIVISTA|KARINA JORDAO ROCHA|www.credivista.com.br|08008005656
09111444|PROMOVE ADMINISTRADORA DE CONSÓRCIO LTDA.|MARCIO DA COSTA FELICE||08002819520
52935442|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO ALIANÇA - COOPERNITRO|KARINA JORDAO ROCHA|www.coopernitro.com.br|08008005656
73326449|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CRUZ ALTA|ANA CRISTINA KAMIMURA ANDRADE||08007250996
24610065|COOPERATIVA DE CRÉDITO SICOOB IPÊ - SICOOB IPÊ|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcocresul.com.br|08007250996
45594223|VEMAR ADMINISTRADORA DE CONSÓRCIO LTDA.|EDILENE FERREIRA DA SILVA||(11) 07742003
00548980|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO SUGGAR LTDA.|JULIO CESAR DE SOUZA SILVA|sugcred.coop.br|08002000500
03586655|H. ADMINISTRADORA DE CONSÓRCIOS LTDA|VANESSA KELLIN BERTUCCI MOISES|www.herbicarconsorcio.com|08000057012
41255225|COOPERATIVA DE CRÉDITO SICREDI CENTRO PERNAMBUCANA|MARCALINA HOENISCH AVILA|http://www.sicredinne.com.br/centropernambucana/|08006462519
02206577|LUIZACRED S.A. SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO|ROGERIO TALTASSORI|www.itau.com.br|08005700011
64276058|COOPERATIVA DE CRÉDITO CREDINORTE LTDA. - SICOOB CREDINORTE|ANA CRISTINA KAMIMURA ANDRADE||08007250996
21866694|COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcredinor.com.br|08007250996
65913436|GUIDE INVESTIMENTOS S.A. CORRETORA DE VALORES|THAUANA IWAZAKI SHIMIZU KURUSU|http://www.guide.com.br|(00) 00000000
71163315|COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE, ARQUITETOS E URBANISTAS DE SETE LAGOAS E REGIÃO LTDA - UNICRED SETE LAGOAS|PAULINE BECKEL OLIVEIRA|www.unicred.com.br/setelagoas|08009400602
08143326|COOPERATIVA DE CRÉDITO DOS MÉDICOS E PROFISSIONAIS DE SAÚDE DE SÃO LUÍS - SICREDI SÃO LUÍS|MARCALINA HOENISCH AVILA|www.sicredi.com.br/saoluis/|08006462519
